origin;component;range;v_error_mean_mV;v_error_max_mV;v_error_std_mV;c_error_mean_mA;c_error_max_mA;c_error_std_mA
sheep0_cape_v230c1_profile_37_short_A5V_1mF_pmore;HRV;limited;0,2002040816326713;0,6199999999996209;0,1412190409558516;0,0054962883699971;0,0633511411349541;0,0053399471698928
sheep0_cape_v230c1_profile_38_short_hrv_cADC_refbuff;HRV;full;1,2001726245613786;14,249999999999652;3,4315479988646094;0,0085675498617856;0,1389034179471496;0,0103533964745427
sheep0_cape_v230c1_profile_38_short_hrv_cADC_refbuff;HRV;limited;0,1963265306122128;0,6399999999997519;0,1717638936555723;0,0051676780493918;0,0634644710577683;0,0050811185604771
sheep0_cape_v230c1_profile_39_short_all_base;EMU_A;full;24,252212529824515;737,4200000000002;95,41233144837597;0,0306428396962101;1,9573084375982135;0,1426748680373022
sheep0_cape_v230c1_profile_39_short_all_base;EMU_A;limited;0,2084693877552151;0,5999999999999339;0,1649140369803632;0,0112380030728775;0,1245335670597793;0,0105259066802625
sheep0_cape_v230c1_profile_39_short_all_base;EMU_B;full;0,0;0,0;0,0;0,1370941954040137;4,30154042718439;0,4802128719035915
sheep0_cape_v230c1_profile_39_short_all_base;EMU_B;limited;0,0;0,0;0,0;0,0214706114488876;0,1470901167031045;0,0162571243788937
sheep0_cape_v230c1_profile_39_short_all_base;HRV;full;1,1759148631578489;13,230000000000077;3,169765715676235;0,008697578023258;0,1410213485963543;0,0105551638667212
sheep0_cape_v230c1_profile_39_short_all_base;HRV;limited;0,2481632653060439;0,8599999999998609;0,2224737976476598;0,0052474551875574;0,0606122969918909;0,0052131229800613
sheep0_cape_v230c1_profile_40_short_emu_R10_0R;EMU_A;full;23,926833049122774;724,6199999999998;94,38520022402648;0,0292517798588368;1,850699774781842;0,1312929691771716
sheep0_cape_v230c1_profile_40_short_emu_R10_0R;EMU_A;limited;0,1997959183674338;0,6099999999999994;0,1691212644394298;0,0108689741248626;0,0901347384967253;0,0100361009972569
sheep0_cape_v230c1_profile_41_short_emu_C6_readd100nF;EMU_A;full;24,302929936842126;736,9199999999996;95,47804152675069;0,0242825229902826;1,524413586357884;0,117528550531639
sheep0_cape_v230c1_profile_41_short_emu_C6_readd100nF;EMU_A;limited;0,2152040816327653;0,6300000000001305;0,1779488069879464;0,0079175235535514;0,0812514288564131;0,0064955767620715
sheep0_cape_v230c1_profile_42_short_A5V_rmL;EMU_A;full;24,553226792982127;742,8499999999998;96,13198018736084;0,0240658713315317;1,525726878998988;0,1175674119476525
sheep0_cape_v230c1_profile_42_short_A5V_rmL;EMU_A;limited;0,2158163265307145;0,6500000000002615;0,1848768215313431;0,0076986691644604;0,0905033600212198;0,0062901298505417
sheep0_cape_v230c1_profile_42_short_A5V_rmL;HRV;full;1,2161342070175236;14,40000000000019;3,450384480147393;0,0084983527685881;0,1430649172550939;0,0105571543865848
sheep0_cape_v230c1_profile_42_short_A5V_rmL;HRV;limited;0,2154081632652357;0,7299999999998974;0,1886426821367485;0,0051146723469855;0,0550821217610228;0,0051157528590383
sheep0_cape_v230c1_profile_43_short_A16V_rmL;EMU_A;full;24,358514045614164;738,1799999999998;95,6476022641686;0,0238463461631373;1,5234246490310113;0,1165953841462592
sheep0_cape_v230c1_profile_43_short_A16V_rmL;EMU_A;limited;0,2414285714286686;0,720000000000276;0,2108437966293497;0,0076535423104883;0,1152409338437271;0,0062582057814902
sheep0_cape_v230c1_profile_43_short_A16V_rmL;HRV;full;1,0402430385964714;11,91000000000031;2,786250670704168;0,0090928509026064;0,140980868449552;0,0107236393500633
sheep0_cape_v230c1_profile_43_short_A16V_rmL;HRV;limited;0,2196938775509558;0,6899999999996353;0,193097500728641;0,005526515005403;0,0546868944812858;0,0054472164863906
sheep0_cape_v230c1_profile_44_short_ADC_NAP;EMU_A;full;24,406913417543755;742,3099999999998;95,75007885718072;0,0239590664305581;1,5313939160559094;0,1163205911083904
sheep0_cape_v230c1_profile_44_short_ADC_NAP;EMU_A;limited;0,2151020408164231;0,7399999999999629;0,1843590474101904;0,0076627840127679;0,0871759891972814;0,0062667308011558
sheep0_cape_v230c1_profile_44_short_ADC_NAP;HRV;full;1,1728382526315468;13,390000000000237;3,2167899952020584;0,0084885239405461;0,1433259221822833;0,01053581009341
sheep0_cape_v230c1_profile_44_short_ADC_NAP;HRV;limited;0,2262244897958538;0,7500000000000284;0,2066225852520163;0,005082125593172;0,0555260851287237;0,0050306978054612
sheep0_cape_v230c1_profile_45_short_6V_shortL;EMU_A;full;24,4624912912278;741,7199999999999;95,92818656401369;0,0237839787198735;1,5267781957879616;0,1159880103060038
sheep0_cape_v230c1_profile_45_short_6V_shortL;EMU_A;limited;0,2097959183674391;0,6300000000001305;0,1757954582372091;0,0076101710755955;0,0867325047933104;0,0062225947591712
sheep0_cape_v230c1_profile_45_short_6V_shortL;HRV;full;1,210243494736831;14,120000000000132;3,363016506436669;0,0084077682570014;0,143347586340453;0,010530553184022
sheep0_cape_v230c1_profile_45_short_6V_shortL;HRV;limited;0,2269387755101503;0,6999999999997009;0,1969015609320071;0,005044319384337;0,0559625972637867;0,0050137001435884
sheep0_cape_v230c1_profile_46_short_emu_R10_100R;EMU_A;full;24,17341508771954;733,2099999999997;95,16559075243072;0,0236778035109598;1,5024827637602394;0,1139889743504411
sheep0_cape_v230c1_profile_46_short_emu_R10_100R;EMU_A;limited;0,2113265306123546;0,6500000000002615;0,1849800842340922;0,0078160666715012;0,0946409709408971;0,0063350494388461
sheep0_cape_v230c1_profile_47_short_emu_R8_100R;EMU_A;full;24,292803604210537;737,2300000000002;94,74975290079666;0,5096166980249568;2,6716476810152368;0,3843170971494287
sheep0_cape_v230c1_profile_47_short_emu_R8_100R;EMU_A;limited;0,2939795918367571;1,7900000000001803;0,2408180899351193;0,4941165423930386;1,803273691235068;0,3052018713391786
sheep0_cape_v230c1_profile_48_short_emu_R8_2k;EMU_A;full;24,365069350876983;739,8100000000003;95,73364711051045;0,0102198322356592;0,8937227780585807;0,0411946866999258
sheep0_cape_v230c1_profile_48_short_emu_R8_2k;EMU_A;limited;0,2073469387756318;0,6300000000001305;0,1809699076231833;0,007079523884544;0,0807884251875085;0,0061774605003235
sheep0_cape_v230c1_profile_49_short_emu_C6_570nF;EMU_A;full;24,582071112280403;738,7300000000004;95,3042856245073;0,0256748901832029;0,5989448900354524;0,047004786921713
sheep0_cape_v230c1_profile_49_short_emu_C6_570nF;EMU_A;limited;0,6351020408162275;2,200000000000202;0,5106024011984011;0,0268729212213935;0,4400552831154217;0,0369801689010189
sheep0_cape_v230c1_profile_50_short_emu_C6_10nF;EMU_A;full;24,242735902807222;733,6400000000003;95,23576551746363;0,0121882652237249;1,0027542484705187;0,0547907634424672
sheep0_cape_v230c1_profile_50_short_emu_C6_10nF;EMU_A;limited;0,2384693877552073;0,7100000000002105;0,2106227610378091;0,0069058715645623;0,096088385467985;0,00600348626473
sheep0_cape_v230c1_profile_51_short_emu_hrv_6V_1mF;EMU_A;full;24,31088678596507;739,77;95,65181408735106;0,01299335471373;1,0032232863964905;0,0579701769191663
sheep0_cape_v230c1_profile_51_short_emu_hrv_6V_1mF;EMU_A;limited;0,2017346938776143;0,6099999999999994;0,1695734561677337;0,0069271336703704;0,0827120744144246;0,0060187180570623
sheep0_cape_v230c1_profile_51_short_emu_hrv_6V_1mF;HRV;full;1,1427644245614064;13,13999999999993;3,155195555772087;0,0083063519770046;0,1433274055218968;0,0104243325460178
sheep0_cape_v230c1_profile_51_short_emu_hrv_6V_1mF;HRV;limited;0,2114285714285481;0,6599999999998829;0,1860765792059605;0,0049860408639019;0,0587505537003388;0,0049124237776223
sheep0_cape_v230c1_profile_52_short_emu_hrv_base;EMU_A;full;24,031466582456048;732,5100000000004;94,918408981874;0,0109612551870321;1,0073126405853383;0,0501680563294667
sheep0_cape_v230c1_profile_52_short_emu_hrv_base;EMU_A;limited;0,2287755102040965;0,740000000000185;0,2004701988924702;0,006932633018505;0,091019162725546;0,0060011347368404
sheep0_cape_v230c1_profile_52_short_emu_hrv_base;EMU_B;full;0,0;0,0;0,0;0,0161689934152166;0,1199645095595267;0,0135482228407241
sheep0_cape_v230c1_profile_52_short_emu_hrv_base;EMU_B;limited;0,0;0,0;0,0;0,0182003661147501;0,1199645095595267;0,0137609088428323
sheep0_cape_v230c1_profile_52_short_emu_hrv_base;HRV;full;0,985992136842014;10,930000000000106;2,492157341469376;0,0090376897365762;0,140697512587635;0,0106402994142598
sheep0_cape_v230c1_profile_52_short_emu_hrv_base;HRV;limited;0,2574489795917268;0,8299999999996643;0,2342217419955069;0,0054984104560872;0,058278132449005;0,0054244910462083
sheep0_cape_v230c1_profile_53_short_emu_hrv_Input_1mF;EMU_A;full;24,39038507017559;741,25;95,83881197907168;0,0129537595382712;1,0265652172953952;0,0579066523666753
sheep0_cape_v230c1_profile_53_short_emu_hrv_Input_1mF;EMU_A;limited;0,1997959183673799;0,6200000000000649;0,1696393595472453;0,0068894788481004;0,0942128025116575;0,0059881016049702
sheep0_cape_v230c1_profile_53_short_emu_hrv_Input_1mF;HRV;full;1,1281762526315455;12,489999999999668;3,000442909303052;0,0085603290850676;0,1440592082180441;0,0106559523415229
sheep0_cape_v230c1_profile_53_short_emu_hrv_Input_1mF;HRV;limited;0,2447959183672761;0,7899999999998464;0,2307318978402605;0,0051485183050493;0,0552009497477301;0,005126749808824
sheep0_cape_v230c1_profile_54_short_emu_hrv_6V_raise;EMU_A;full;24,75702572315776;744,3900000000001;96,57777691544922;0,0129831276854529;1,0197607217065674;0,0580286774712377
sheep0_cape_v230c1_profile_54_short_emu_hrv_6V_raise;EMU_A;limited;0,2322448979592312;0,7500000000000284;0,2085397861844108;0,0069056059925689;0,0899184864111973;0,0059828369835537
sheep0_cape_v230c1_profile_54_short_emu_hrv_6V_raise;HRV;full;1,3480375649122665;16,619999999999635;3,94517380865008;0,0086956860614791;0,1435136781737021;0,0106617220032148
sheep0_cape_v230c1_profile_54_short_emu_hrv_6V_raise;HRV;limited;0,2094897959182994;0,6899999999996353;0,1901576910440012;0,0052084653871125;0,0579905471464262;0,0051567346970176
sheep0_cape_v230c1_profile_55_short_ADC_R10_33R_C62_10nF;EMU_A;full;24,88204739543863;749,65;97,01410900613445;0,0121095009572361;1,0095906880512244;0,0550346018303373
sheep0_cape_v230c1_profile_55_short_ADC_R10_33R_C62_10nF;EMU_A;limited;0,2251020408163892;0,8500000000002395;0,2051989925349287;0,0068127039054767;0,087730697720556;0,0059246946114107
sheep0_cape_v230c1_profile_56_short_emu_FB_R8_5k;EMU_A;full;24,58373618596473;742,07;96,2293733521979;0,0055914400927586;0,3201108211624655;0,0085419134921626
sheep0_cape_v230c1_profile_56_short_emu_FB_R8_5k;EMU_A;limited;0,1963265306122734;0,6099999999999994;0,1722977325791334;0,0060901555724467;0,0766908224739057;0,0053966406865582
sheep0_cape_v230c1_profile_57_short_emu_refresh_C3_1nF;EMU_A;full;24,83394823122821;747,1199999999998;96,80509095353403;0,0056134862220844;0,3265285804516341;0,0086442155597186
sheep0_cape_v230c1_profile_57_short_emu_refresh_C3_1nF;EMU_A;limited;0,230816326530672;0,8900000000000574;0,2088436367050959;0,0061311117133988;0,0737897358783941;0,0054481191182795
sheep0_cape_v230c1_profile_58_short_emu_DAC_REF_reduce_to_100nF;EMU_A;full;24,779494853684263;746,7600000000001;96,70797657235656;0,0055504125660502;0,3299832624267598;0,0086407910133112
sheep0_cape_v230c1_profile_58_short_emu_DAC_REF_reduce_to_100nF;EMU_A;limited;0,2645918367348043;0,8500000000002395;0,2411163292543278;0,0060742706609475;0,076117647709064;0,0054311189231181
sheep0_cape_v230c1_profile_59_short_emu_hrv_DAC_extRef;EMU_A;full;29,07828542494789;746,5999999999999;95,9125161153804;0,0053278729560973;0,33139816593721;0,0085327723989619
sheep0_cape_v230c1_profile_59_short_emu_hrv_DAC_extRef;EMU_A;limited;5,614387755102161;11,789999999999967;2,2363601606509294;0,0057015727534685;0,0769525621711064;0,0052545131405721
sheep0_cape_v230c1_profile_59_short_emu_hrv_DAC_extRef;HRV;full;5,63147260000014;14,05999999999974;3,97599893061447;0,0079008086757177;0,0662806717259475;0,0068897003322788
sheep0_cape_v230c1_profile_59_short_emu_hrv_DAC_extRef;HRV;limited;5,305102040816494;8,399999999999963;1,821306668613068;0,0049631078076004;0,0575350683216235;0,0049817364722751
sheep0_cape_v230c1_profile_60_short_emu_fucked_DAC_intRef;EMU_A;full;797,2668282070192;2670,68;930,7509641106768;0,0686444960587753;1,398332235386483;0,0441146868390127
sheep0_cape_v230c1_profile_60_short_emu_fucked_DAC_intRef;EMU_A;limited;435,897142857143;1249,66;417,59343526198535;0,0607082959686924;1,3379011391157456;0,0434692007200262
sheep0_cape_v230c1_profile_60_short_emu_fucked_DAC_intRef;HRV;full;5,871019680701567;12,340000000000018;3,781705421927652;0,0085810864570094;0,1440853280361832;0,010659755979587
sheep0_cape_v230c1_profile_60_short_emu_fucked_DAC_intRef;HRV;limited;5,755510204081497;8,9699999999997;1,8637674682685916;0,0051351621112647;0,0589542174538673;0,0051307035539492
sheep0_cape_v230c1_profile_61_short_hrv_base;HRV;full;5,779091301754274;11,88999999999929;3,647134221624632;0,0091783722810121;0,1416714181802442;0,0109525197066677
sheep0_cape_v230c1_profile_61_short_hrv_base;HRV;limited;5,784591836734528;9,090000000000042;1,9031618961604624;0,0056088738309883;0,0591021391027207;0,0056827701436464
sheep0_cape_v230c1_profile_62_short_hrv_OPA_R20_1k_from_400R;HRV;full;5,864292519298111;11,829999999998895;3,744302988660831;0,0085370280059787;0,1439221944734888;0,0105454287723716
sheep0_cape_v230c1_profile_62_short_hrv_OPA_R20_1k_from_400R;HRV;limited;5,795816326530439;9,039999999999717;1,882168799277597;0,0051714000037928;0,0560058734590945;0,0051163372497827
sheep0_cape_v230c1_profile_63_short_hrv_ADC_R22_33R_from_0R;HRV;full;5,936290543859508;12,909999999999757;3,865312099861408;0,0032772686673661;0,0531969050578881;0,0043821157087115
sheep0_cape_v230c1_profile_63_short_hrv_ADC_R22_33R_from_0R;HRV;limited;5,785816326530453;8,999999999999897;1,8759085414702907;0,00332866105602;0,0531969050578881;0,0042630923502297
sheep0_cape_v230c1_profile_64_short_hrv_ADC_C140_10nF_from_1nF;HRV;full;5,930829417543763;12,739999999999974;3,846607502809343;0,003292550489434;0,0483197841390434;0,0044071536568183
sheep0_cape_v230c1_profile_64_short_hrv_ADC_C140_10nF_from_1nF;HRV;limited;5,791734693877428;9,059999999999846;1,884045908595945;0,0033030943877616;0,0439635684225045;0,0042238250648603
sheep0_cape_v230c1_profile_65_short_hrv_DAC_C36_10nF_from_1nF;HRV;full;5,912831087719125;12,69000000000009;3,8388730202496193;0,003284683586815;0,0494468230559236;0,0043840229955807
sheep0_cape_v230c1_profile_65_short_hrv_DAC_C36_10nF_from_1nF;HRV;limited;5,771530612244762;8,9699999999997;1,875251562917048;0,0033257857864397;0,0444282659033019;0,0042543377421941
sheep0_cape_v230c1_profile_66_short_hrv_DAC_R27_33R_from_100R;HRV;full;6,285088021052485;12,719999999999844;3,8278778775489295;0,003462302667309;0,0534608035953135;0,0046324845614122
sheep0_cape_v230c1_profile_66_short_hrv_DAC_R27_33R_from_100R;HRV;limited;6,187959183673326;9,51000000000013;1,889682587388415;0,0034167356647156;0,0465003674105651;0,0043183971312709
sheep0_cape_v230c1_profile_67_short_hrv_ShB_C35_0nF;HRV;full;6,166684168420971;12,1999999999991;3,7353498390781903;0,0035436582244538;0,0537295917759153;0,0047557700818584
sheep0_cape_v230c1_profile_67_short_hrv_ShB_C35_0nF;HRV;limited;6,133673469387611;9,339999999999904;1,8820606188933389;0,0034585145369039;0,0506335918621439;0,0043774241936496
sheep0_cape_v230c1_profile_68_short_hrv_ShB_C35_same;HRV;full;6,22377548070163;12,289999999999246;3,778494563541062;0,0035354720518682;0,0528104328809189;0,0047441924412663
sheep0_cape_v230c1_profile_68_short_hrv_ShB_C35_same;HRV;limited;6,193979591836597;9,43000000000005;1,9033085698572436;0,003458739046876;0,0478448853119956;0,0043781121066179
sheep0_cape_v230c1_profile_69_short_hrv_DAC_R27_100R_from_33R;HRV;full;5,996916091227972;13,200000000000324;3,907831813089092;0,0033235926609559;0,053717554873732;0,004462271039595
sheep0_cape_v230c1_profile_69_short_hrv_DAC_R27_100R_from_33R;HRV;limited;5,829387755101891;9,069999999999911;1,8853397864336996;0,0032991944521503;0,0418983683590362;0,0042128494727289
sheep0_cape_v230c1_profile_70_short_hrv_DAC_R27_1k_from_100R_C36_1nF_from_10nF;HRV;full;5,967497140350776;13,130000000000308;3,9019887797558175;0,0032869932316211;0,0504325108315606;0,0044147458416509
sheep0_cape_v230c1_profile_70_short_hrv_DAC_R27_1k_from_100R_C36_1nF_from_10nF;HRV;limited;5,800816326530466;9,030000000000094;1,889847122661384;0,003316313783976;0,0504325108315606;0,0042434550113814
sheep0_cape_v230c1_profile_71_short_hrv_ShB_C35_100nF_from_0nF;HRV;full;5,957715873684072;13,090000000000046;3,89672985724626;0,0032441410115273;0,0533446215711559;0,0043349918197807
sheep0_cape_v230c1_profile_71_short_hrv_ShB_C35_100nF_from_0nF;HRV;limited;5,789795918367195;8,999999999999897;1,8788289644717917;0,0032921654450831;0,0533446215711559;0,0042174098563704
sheep0_cape_v230c1_profile_72_short_hrv_ShB_C35_10nF_from_100nF;HRV;full;5,978828754385872;13,27999999999996;3,9143724974442793;0,0032648907562976;0,0477769385427151;0,0043659940407514
sheep0_cape_v230c1_profile_72_short_hrv_ShB_C35_10nF_from_100nF;HRV;limited;5,799897959183546;9,030000000000094;1,879093176566648;0,0032964928873847;0,0426900172471461;0,0042210086093311
sheep0_cape_v230c1_profile_73_short_hrv_shielded;HRV;full;5,926850880701579;12,489999999999668;3,823715285726761;0,003387426779358;0,0517278755128441;0,0045464825636715
sheep0_cape_v230c1_profile_73_short_hrv_shielded;HRV;limited;5,797857142856991;9,059999999999846;1,8793314196506947;0,0033427225612646;0,0487473734279639;0,0042854754781754
sheep0_cape_v230c1_profile_74_short_hrv_FB_R20_330R_from_1k;HRV;full;5,937104105263004;15,489999999999782;3,8630577589432167;0,0032854130597753;0,0547090003329836;0,0043875888523665
sheep0_cape_v230c1_profile_74_short_hrv_FB_R20_330R_from_1k;HRV;limited;5,788775510203911;8,999999999999897;1,8788188005538;0,0032954274407577;0,0467332750080026;0,0042090848540366
sheep0_cape_v230c1_profile_75_short_hrv_FB_R20_100R_from_330R;HRV;full;5,944440905262983;12,950000000000015;3,878749257601399;0,0032522192593216;0,0519490693901905;0,0043463899814453
sheep0_cape_v230c1_profile_75_short_hrv_FB_R20_100R_from_330R;HRV;limited;5,782142857142722;9,020000000000028;1,8808565281139769;0,0032915818918345;0,0444240029153011;0,0042166602069586
sheep0_cape_v230c1_profile_76_short_hrv_redone_base;HRV;full;1,0343556421052256;11,660000000000004;2,744370029486894;0,0033303639261577;0,0505257257296248;0,0044709277520901
sheep0_cape_v230c1_profile_76_short_hrv_redone_base;HRV;limited;0,2342857142856477;0,7899999999998464;0,208615465879412;0,0033087554719406;0,0476055895714741;0,004245231940168
sheep0_cape_v230c1_profile_77_short_hrv_DAC_extRef_reCal;HRV;full;1,276720796491073;11,999999999999568;2,8270673213336046;0,0032771808717649;0,0573506228902231;0,0043963815862778
sheep0_cape_v230c1_profile_77_short_hrv_DAC_extRef_reCal;HRV;limited;0,5157142857141186;1,07999999999997;0,2536348138746861;0,0032495541360947;0,051804381705961;0,0041544072396859
sheep0_cape_v220c1_profile_short_emu_00_base;EMU_A;full;23,77641631719287;722,67;94,69307345727891;0,0050333459793186;0,0661789670065166;0,0047048477285634
sheep0_cape_v220c1_profile_short_emu_00_base;EMU_A;limited;0,3720408163266323;1,0699999999999044;0,324628404370648;0,0048677057179135;0,0661789670065166;0,0046045617061068
sheep0_cape_v220c1_profile_short_emu_00_base;EMU_B;full;0,0;0,0;0,0;0,0422690681395285;2,473553218357142;0,1671158713421761
sheep0_cape_v220c1_profile_short_emu_00_base;EMU_B;limited;0,0;0,0;0,0;0,0138109026087953;0,0845311848957381;0,0104397271775677
sheep0_cape_v220c1_profile_short_emu_01_removed_C3_1nF;EMU_A;full;26,67431086245628;726,1800000000003;93,81415064298449;0,0589958133483031;0,6193834313725777;0,1000749001367886
sheep0_cape_v220c1_profile_short_emu_01_removed_C3_1nF;EMU_A;limited;4,213469387755061;10,83999999999996;3,247244555402865;0,0639043523892306;0,420435750006689;0,0951347519457606
sheep0_cape_v220c1_profile_short_emu_01_removed_C3_1nF;EMU_B;full;0,0;0,0;0,0;0,9533230340259558;3,7134912559862014;0,7631462907666524
sheep0_cape_v220c1_profile_short_emu_01_removed_C3_1nF;EMU_B;limited;0,0;0,0;0,0;1,0637100471683534;2,7278282148813187;0,6243472506517277
sheep0_cape_v220c1_profile_short_emu_02_bridged_L7_L11_L13;EMU_A;full;26,278694048350747;711,8500000000001;92,52673002398024;0,0723932590203679;0,7367597585985729;0,1113107065192507
sheep0_cape_v220c1_profile_short_emu_02_bridged_L7_L11_L13;EMU_A;limited;4,226836734693853;10,740000000000194;3,194772550195815;0,0779895430587653;0,5052758021915592;0,1111300310503077
sheep0_cape_v220c1_profile_short_emu_02_bridged_L7_L11_L13;EMU_B;full;0,0;0,0;0,0;0,9414338032398784;3,713827317609661;0,7484530845484318
sheep0_cape_v220c1_profile_short_emu_02_bridged_L7_L11_L13;EMU_B;limited;0,0;0,0;0,0;1,0538416907475925;2,748686627463932;0,6252240900793001
sheep0_cape_v220c1_profile_short_emu_03_C3_to_200pF;EMU_A;full;24,20505027859656;724,9100000000004;94,7524243559527;0,0074375613739077;0,0728113088111492;0,0056265682176989
sheep0_cape_v220c1_profile_short_emu_03_C3_to_200pF;EMU_A;limited;0,6592857142857637;1,0900000000000354;0,2735042951579151;0,0070540038383789;0,0677435766796644;0,0052315940599419
sheep0_cape_v220c1_profile_short_emu_03_C3_to_200pF;EMU_B;full;0,0;0,0;0,0;0,8187798928312028;4,5655623642666585;1,165094788126172
sheep0_cape_v220c1_profile_short_emu_03_C3_to_200pF;EMU_B;limited;0,0;0,0;0,0;0,7639720124206067;4,334241093930286;1,0958555440097608
sheep0_cape_v220c1_profile_short_emu_04_C3_to_1nF;EMU_A;full;24,059451189122843;729,9600000000002;95,4869821833926;0,0047798114048725;0,0670051030943405;0,004490732617929
sheep0_cape_v220c1_profile_short_emu_04_C3_to_1nF;EMU_A;limited;0,3871428571429722;1,07999999999997;0,3248139350434325;0,0046368069183906;0,0602871345898176;0,004393460418429
sheep0_cape_v220c1_profile_short_emu_04_C3_to_1nF;EMU_B;full;0,0;0,0;0,0;0,0408858568624953;2,3247805843616245;0,1640944951310367
sheep0_cape_v220c1_profile_short_emu_04_C3_to_1nF;EMU_B;limited;0,0;0,0;0,0;0,0127990051137541;0,0946505859516881;0,0096833004247231
sheep0_cape_v220c1_profile_short_emu_05_R8_from_1k_to_5k1;EMU_A;full;24,023252188421115;728,7299999999997;95,32272340702971;0,004296847592948;0,0648956196779362;0,0044218290890183
sheep0_cape_v220c1_profile_short_emu_05_R8_from_1k_to_5k1;EMU_A;limited;0,3961224489797413;1,120000000000232;0,3290389160855725;0,0042129053051743;0,0583086032335672;0,0044357730605143
sheep0_cape_v220c1_profile_short_emu_05_R8_from_1k_to_5k1;EMU_B;full;0,0;0,0;0,0;0,0081476094418728;0,06915186614408;0,0068425770511753
sheep0_cape_v220c1_profile_short_emu_05_R8_from_1k_to_5k1;EMU_B;limited;0,0;0,0;0,0;0,009028780416368;0,06915186614408;0,0068850514860206
sheep0_cape_v220c1_profile_short_emu_06_R8_to_10k;EMU_A;full;24,07969847719301;729,5100000000003;95,3825575403522;0,0042491638804663;0,0659347941761728;0,0043894870798468
sheep0_cape_v220c1_profile_short_emu_06_R8_to_10k;EMU_A;limited;0,4174489795919817;1,1300000000002974;0,3321707107871341;0,0042088861392919;0,0659347941761728;0,0044534649024715
sheep0_cape_v220c1_profile_short_emu_06_R8_to_10k;EMU_B;full;0,0;0,0;0,0;0,0063989920676734;0,0551057526734406;0,0053978283001878
sheep0_cape_v220c1_profile_short_emu_06_R8_to_10k;EMU_B;limited;0,0;0,0;0,0;0,0070594807391649;0,0491744815671255;0,0054298963395728
sheep0_cape_v220c1_profile_short_emu_07_R8_to_5k1;EMU_A;full;24,055762844561396;730,0300000000002;95,41574762882584;0,0042872403623183;0,0700392997221438;0,0044205132493494
sheep0_cape_v220c1_profile_short_emu_07_R8_to_5k1;EMU_A;limited;0,4033673469389538;1,1300000000002974;0,3244208313223822;0,0042499746349425;0,0569175782128353;0,0044861302915478
sheep0_cape_v220c1_profile_short_emu_07_R8_to_5k1;EMU_B;full;0,0;0,0;0,0;0,0078842313510142;0,0653378216215229;0,0065672138753462
sheep0_cape_v220c1_profile_short_emu_07_R8_to_5k1;EMU_B;limited;0,0;0,0;0,0;0,0086962021505808;0,0616932730774406;0,0066238150606318
sheep0_cape_v220c1_profile_short_emu_08_R1_also_to_5k1;EMU_A;full;23,98963035649143;729,4200000000002;95,27329604169908;0,0042749343661866;0,0711487696644225;0,0044195932017369
sheep0_cape_v220c1_profile_short_emu_08_R1_also_to_5k1;EMU_A;limited;0,4185714285715852;1,16000000000005;0,3367613024644836;0,0042176911828774;0,0581065611954395;0,0044576395662328
sheep0_cape_v220c1_profile_short_emu_08_R1_also_to_5k1;EMU_B;full;0,0;0,0;0,0;0,0078287743378658;0,0583254757945718;0,0065528379063909
sheep0_cape_v220c1_profile_short_emu_08_R1_also_to_5k1;EMU_B;limited;0,0;0,0;0,0;0,0086573411710739;0,0556787003376628;0,0065887437462749
sheep0_cape_v220c1_profile_short_emu_09_R9_Shunt_10R_lower_gain;EMU_A;full;44,172136109403525;1126,6799999999998;162,76176199796137;0,0033288396943137607;1,7881413329344107;0,0045616149621825215
sheep0_cape_v220c1_profile_short_emu_09_R9_Shunt_10R_lower_gain;EMU_A;limited;0,3318367346938972;1,0300000000000864;0,309566358091425;0,003532743196991251;0,06406540138059053;0,004688188376970672
sheep0_cape_v220c1_profile_short_emu_09_R9_Shunt_10R_lower_gain;EMU_B;full;0,0;0,0;0,0;0,006534976351439351;0,06079029905063996;0,00609723441069837
sheep0_cape_v220c1_profile_short_emu_09_R9_Shunt_10R_lower_gain;EMU_B;limited;0,0;0,0;0,0;0,00784176614364629;0,05379310171444579;0,006126181953463863
