system time [s] = value * gain + (offset); current [A] = value * gain + offset; voltage [V] = value * gain + offset
2024-10-24 11:50:06.008100; 0; 262143
2024-10-24 11:50:06.008110; 0; 262143
2024-10-24 11:50:06.008120; 0; 262143
2024-10-24 11:50:06.008130; 0; 262143
2024-10-24 11:50:06.008140; 0; 262143
2024-10-24 11:50:06.008150; 0; 192396
2024-10-24 11:50:06.008160; 0; 194363
2024-10-24 11:50:06.008170; 0; 195429
2024-10-24 11:50:06.008180; 0; 196171
2024-10-24 11:50:06.008190; 0; 196733
2024-10-24 11:50:06.008200; 0; 197172
2024-10-24 11:50:06.008210; 0; 197552
2024-10-24 11:50:06.008220; 0; 197892
2024-10-24 11:50:06.008230; 0; 198157
2024-10-24 11:50:06.008240; 0; 198413
2024-10-24 11:50:06.008250; 0; 198645
2024-10-24 11:50:06.008260; 0; 198809
2024-10-24 11:50:06.008270; 0; 198960
2024-10-24 11:50:06.008280; 0; 199112
2024-10-24 11:50:06.008290; 0; 199224
2024-10-24 11:50:06.008300; 0; 199318
2024-10-24 11:50:06.008310; 0; 199433
2024-10-24 11:50:06.008320; 0; 199501
2024-10-24 11:50:06.008330; 0; 199595
2024-10-24 11:50:06.008340; 0; 199686
2024-10-24 11:50:06.008350; 0; 199732
2024-10-24 11:50:06.008360; 0; 199781
2024-10-24 11:50:06.008370; 0; 199814
2024-10-24 11:50:06.008380; 0; 199855
2024-10-24 11:50:06.008390; 0; 199917
2024-10-24 11:50:06.008400; 0; 199938
2024-10-24 11:50:06.008410; 0; 199954
2024-10-24 11:50:06.008420; 0; 199988
2024-10-24 11:50:06.008430; 0; 200028
2024-10-24 11:50:06.008440; 0; 200048
2024-10-24 11:50:06.008450; 0; 200067
2024-10-24 11:50:06.008460; 0; 200069
2024-10-24 11:50:06.008470; 0; 200076
2024-10-24 11:50:06.008480; 0; 200122
2024-10-24 11:50:06.008490; 0; 200121
2024-10-24 11:50:06.008500; 0; 200121
2024-10-24 11:50:06.008510; 0; 200137
2024-10-24 11:50:06.008520; 0; 200156
2024-10-24 11:50:06.008530; 0; 200168
2024-10-24 11:50:06.008540; 0; 200187
2024-10-24 11:50:06.008550; 0; 200181
2024-10-24 11:50:06.008560; 0; 200171
2024-10-24 11:50:06.008570; 0; 200178
2024-10-24 11:50:06.008580; 0; 200191
2024-10-24 11:50:06.008590; 0; 200185
2024-10-24 11:50:06.008600; 0; 200203
2024-10-24 11:50:06.008610; 0; 200212
2024-10-24 11:50:06.008620; 0; 200213
2024-10-24 11:50:06.008630; 0; 200232
2024-10-24 11:50:06.008640; 0; 200220
2024-10-24 11:50:06.008650; 0; 200207
2024-10-24 11:50:06.008660; 0; 200205
2024-10-24 11:50:06.008670; 0; 200215
2024-10-24 11:50:06.008680; 0; 200210
2024-10-24 11:50:06.008690; 0; 200222
2024-10-24 11:50:06.008700; 0; 200225
2024-10-24 11:50:06.008710; 0; 200215
2024-10-24 11:50:06.008720; 0; 200234
2024-10-24 11:50:06.008730; 0; 200254
2024-10-24 11:50:06.008740; 0; 200251
2024-10-24 11:50:06.008750; 0; 200241
2024-10-24 11:50:06.008760; 0; 200232
2024-10-24 11:50:06.008770; 0; 200217
2024-10-24 11:50:06.008780; 0; 200226
2024-10-24 11:50:06.008790; 0; 200234
2024-10-24 11:50:06.008800; 0; 200218
2024-10-24 11:50:06.008810; 0; 200231
2024-10-24 11:50:06.008820; 0; 200234
2024-10-24 11:50:06.008830; 0; 200240
2024-10-24 11:50:06.008840; 0; 200254
2024-10-24 11:50:06.008850; 0; 200239
2024-10-24 11:50:06.008860; 0; 200222
2024-10-24 11:50:06.008870; 0; 200233
2024-10-24 11:50:06.008880; 0; 200230
2024-10-24 11:50:06.008890; 0; 200226
2024-10-24 11:50:06.008900; 0; 200220
2024-10-24 11:50:06.008910; 0; 200226
2024-10-24 11:50:06.008920; 0; 200226
2024-10-24 11:50:06.008930; 0; 200260
2024-10-24 11:50:06.008940; 0; 200237
2024-10-24 11:50:06.008950; 0; 200227
2024-10-24 11:50:06.008960; 0; 200225
2024-10-24 11:50:06.008970; 0; 200230
2024-10-24 11:50:06.008980; 0; 200221
2024-10-24 11:50:06.008990; 0; 200216
2024-10-24 11:50:06.009000; 0; 200232
2024-10-24 11:50:06.009010; 0; 200223
2024-10-24 11:50:06.009020; 0; 200258
2024-10-24 11:50:06.009030; 0; 200261
2024-10-24 11:50:06.009040; 0; 200243
2024-10-24 11:50:06.009050; 0; 200234
2024-10-24 11:50:06.009060; 0; 200214
2024-10-24 11:50:06.009070; 0; 200203
2024-10-24 11:50:06.009080; 0; 200219
2024-10-24 11:50:06.009090; 0; 200245
2024-10-24 11:50:06.009100; 0; 200232
2024-10-24 11:50:06.009110; 0; 200235
2024-10-24 11:50:06.009120; 0; 200259
2024-10-24 11:50:06.009130; 0; 200244
2024-10-24 11:50:06.009140; 0; 200244
2024-10-24 11:50:06.009150; 0; 200211
2024-10-24 11:50:06.009160; 0; 200189
2024-10-24 11:50:06.009170; 0; 200213
2024-10-24 11:50:06.009180; 0; 200211
2024-10-24 11:50:06.009190; 0; 200213
2024-10-24 11:50:06.009200; 0; 200229
2024-10-24 11:50:06.009210; 0; 200245
2024-10-24 11:50:06.009220; 0; 200251
2024-10-24 11:50:06.009230; 0; 200275
2024-10-24 11:50:06.009240; 0; 200275
2024-10-24 11:50:06.009250; 0; 200237
2024-10-24 11:50:06.009260; 0; 200248
2024-10-24 11:50:06.009270; 0; 200247
2024-10-24 11:50:06.009280; 0; 200227
2024-10-24 11:50:06.009290; 0; 200222
2024-10-24 11:50:06.009300; 0; 200221
2024-10-24 11:50:06.009310; 0; 200218
2024-10-24 11:50:06.009320; 0; 200231
2024-10-24 11:50:06.009330; 0; 200246
2024-10-24 11:50:06.009340; 0; 200232
2024-10-24 11:50:06.009350; 0; 200233
2024-10-24 11:50:06.009360; 0; 200219
2024-10-24 11:50:06.009370; 0; 200222
2024-10-24 11:50:06.009380; 0; 200229
2024-10-24 11:50:06.009390; 0; 200225
2024-10-24 11:50:06.009400; 0; 200222
2024-10-24 11:50:06.009410; 0; 200227
2024-10-24 11:50:06.009420; 0; 200249
2024-10-24 11:50:06.009430; 0; 200255
2024-10-24 11:50:06.009440; 0; 200242
2024-10-24 11:50:06.009450; 0; 200239
2024-10-24 11:50:06.009460; 0; 200209
2024-10-24 11:50:06.009470; 0; 200224
2024-10-24 11:50:06.009480; 0; 200219
2024-10-24 11:50:06.009490; 0; 200200
2024-10-24 11:50:06.009500; 0; 200216
2024-10-24 11:50:06.009510; 0; 200224
2024-10-24 11:50:06.009520; 0; 200230
2024-10-24 11:50:06.009530; 0; 200243
2024-10-24 11:50:06.009540; 0; 200231
2024-10-24 11:50:06.009550; 0; 200203
2024-10-24 11:50:06.009560; 0; 200231
2024-10-24 11:50:06.009570; 0; 200240
2024-10-24 11:50:06.009580; 0; 200218
2024-10-24 11:50:06.009590; 0; 200238
2024-10-24 11:50:06.009600; 0; 200232
2024-10-24 11:50:06.009610; 0; 200211
2024-10-24 11:50:06.009620; 0; 200244
2024-10-24 11:50:06.009630; 0; 200250
2024-10-24 11:50:06.009640; 0; 200226
2024-10-24 11:50:06.009650; 0; 200228
2024-10-24 11:50:06.009660; 0; 200239
2024-10-24 11:50:06.009670; 0; 200204
2024-10-24 11:50:06.009680; 0; 200228
2024-10-24 11:50:06.009690; 0; 200235
2024-10-24 11:50:06.009700; 0; 200224
2024-10-24 11:50:06.009710; 0; 200238
2024-10-24 11:50:06.009720; 0; 200257
2024-10-24 11:50:06.009730; 0; 200249
2024-10-24 11:50:06.009740; 0; 200237
2024-10-24 11:50:06.009750; 0; 200229
2024-10-24 11:50:06.009760; 0; 200214
2024-10-24 11:50:06.009770; 0; 200236
2024-10-24 11:50:06.009780; 0; 200233
2024-10-24 11:50:06.009790; 0; 200211
2024-10-24 11:50:06.009800; 0; 200239
2024-10-24 11:50:06.009810; 0; 200237
2024-10-24 11:50:06.009820; 0; 200240
2024-10-24 11:50:06.009830; 0; 200254
2024-10-24 11:50:06.009840; 0; 200228
2024-10-24 11:50:06.009850; 0; 200218
2024-10-24 11:50:06.009860; 0; 200224
2024-10-24 11:50:06.009870; 0; 200216
2024-10-24 11:50:06.009880; 0; 200218
2024-10-24 11:50:06.009890; 0; 200214
2024-10-24 11:50:06.009900; 0; 200215
2024-10-24 11:50:06.009910; 0; 200221
2024-10-24 11:50:06.009920; 0; 200259
2024-10-24 11:50:06.009930; 0; 200250
2024-10-24 11:50:06.009940; 0; 200217
2024-10-24 11:50:06.009950; 0; 200229
2024-10-24 11:50:06.009960; 0; 200213
2024-10-24 11:50:06.009970; 0; 200219
2024-10-24 11:50:06.009980; 0; 200226
2024-10-24 11:50:06.009990; 0; 200220
2024-10-24 11:50:06.010000; 0; 200219
2024-10-24 11:50:06.010010; 0; 200226
2024-10-24 11:50:06.010020; 0; 200249
2024-10-24 11:50:06.010030; 0; 200225
2024-10-24 11:50:06.010040; 0; 200223
2024-10-24 11:50:06.010050; 0; 200212
2024-10-24 11:50:06.010060; 0; 200203
2024-10-24 11:50:06.010070; 0; 200224
2024-10-24 11:50:06.010080; 0; 200219
2024-10-24 11:50:06.010090; 0; 200210
2024-10-24 11:50:06.010100; 0; 200202
2024-10-24 11:50:06.010110; 0; 200128
2024-10-24 11:50:06.010120; 0; 199982
2024-10-24 11:50:06.010130; 0; 199790
2024-10-24 11:50:06.010140; 0; 199572
2024-10-24 11:50:06.010150; 0; 199321
2024-10-24 11:50:06.010160; 676; 198724
2024-10-24 11:50:06.010170; 1203; 198140
2024-10-24 11:50:06.010180; 1339; 197751
2024-10-24 11:50:06.010190; 1410; 197441
2024-10-24 11:50:06.010200; 1470; 197151
2024-10-24 11:50:06.010210; 1513; 196866
2024-10-24 11:50:06.010220; 1589; 196586
2024-10-24 11:50:06.010230; 1628; 196306
2024-10-24 11:50:06.010240; 1659; 196029
2024-10-24 11:50:06.010250; 1748; 195748
2024-10-24 11:50:06.010260; 1805; 195469
2024-10-24 11:50:06.010270; 1867; 195193
2024-10-24 11:50:06.010280; 1972; 194914
2024-10-24 11:50:06.010290; 2011; 194637
2024-10-24 11:50:06.010300; 2074; 194361
2024-10-24 11:50:06.010310; 2168; 194087
2024-10-24 11:50:06.010320; 2241; 193808
2024-10-24 11:50:06.010330; 2272; 193525
2024-10-24 11:50:06.010340; 2355; 193257
2024-10-24 11:50:06.010350; 2419; 192969
2024-10-24 11:50:06.010360; 2460; 192691
2024-10-24 11:50:06.010370; 2559; 192419
2024-10-24 11:50:06.010380; 2601; 192145
2024-10-24 11:50:06.010390; 2668; 191865
2024-10-24 11:50:06.010400; 2748; 191579
2024-10-24 11:50:06.010410; 2812; 191307
2024-10-24 11:50:06.010420; 2877; 191033
2024-10-24 11:50:06.010430; 2933; 190754
2024-10-24 11:50:06.010440; 2993; 190473
2024-10-24 11:50:06.010450; 3043; 190190
2024-10-24 11:50:06.010460; 3126; 189919
2024-10-24 11:50:06.010470; 3177; 189639
2024-10-24 11:50:06.010480; 3223; 189360
2024-10-24 11:50:06.010490; 3296; 189089
2024-10-24 11:50:06.010500; 3341; 188806
2024-10-24 11:50:06.010510; 3421; 188525
2024-10-24 11:50:06.010520; 3488; 188249
2024-10-24 11:50:06.010530; 3524; 187972
2024-10-24 11:50:06.010540; 3585; 187703
2024-10-24 11:50:06.010550; 3638; 187416
2024-10-24 11:50:06.010560; 3708; 187135
2024-10-24 11:50:06.010570; 3753; 186863
2024-10-24 11:50:06.010580; 3811; 186591
2024-10-24 11:50:06.010590; 3878; 186312
2024-10-24 11:50:06.010600; 3911; 186027
2024-10-24 11:50:06.010610; 4002; 185746
2024-10-24 11:50:06.010620; 4046; 185469
2024-10-24 11:50:06.010630; 4085; 185190
2024-10-24 11:50:06.010640; 4143; 184910
2024-10-24 11:50:06.010650; 4194; 184633
2024-10-24 11:50:06.010660; 4238; 184356
2024-10-24 11:50:06.010670; 4302; 184081
2024-10-24 11:50:06.010680; 4355; 183798
2024-10-24 11:50:06.010690; 4408; 183518
2024-10-24 11:50:06.010700; 4471; 183235
2024-10-24 11:50:06.010710; 4524; 182953
2024-10-24 11:50:06.010720; 4562; 182681
2024-10-24 11:50:06.010730; 4621; 182401
2024-10-24 11:50:06.010740; 4669; 182123
2024-10-24 11:50:06.010750; 4708; 181836
2024-10-24 11:50:06.010760; 4764; 181559
2024-10-24 11:50:06.010770; 4814; 181281
2024-10-24 11:50:06.010780; 4861; 181008
2024-10-24 11:50:06.010790; 4913; 180725
2024-10-24 11:50:06.010800; 4961; 180445
2024-10-24 11:50:06.010810; 5008; 180164
2024-10-24 11:50:06.010820; 5068; 179882
2024-10-24 11:50:06.010830; 5109; 179599
2024-10-24 11:50:06.010840; 5143; 179325
2024-10-24 11:50:06.010850; 5197; 179048
2024-10-24 11:50:06.010860; 5240; 178769
2024-10-24 11:50:06.010870; 5286; 178491
2024-10-24 11:50:06.010880; 5334; 178214
2024-10-24 11:50:06.010890; 5382; 177937
2024-10-24 11:50:06.010900; 5417; 177650
2024-10-24 11:50:06.010910; 5482; 177382
2024-10-24 11:50:06.010920; 5518; 177101
2024-10-24 11:50:06.010930; 5559; 176820
2024-10-24 11:50:06.010940; 5602; 176543
2024-10-24 11:50:06.010950; 5645; 176268
2024-10-24 11:50:06.010960; 5688; 175985
2024-10-24 11:50:06.010970; 5737; 175697
2024-10-24 11:50:06.010980; 5778; 175423
2024-10-24 11:50:06.010990; 5820; 175142
2024-10-24 11:50:06.011000; 5860; 174860
2024-10-24 11:50:06.011010; 5900; 174577
2024-10-24 11:50:06.011020; 5941; 174299
2024-10-24 11:50:06.011030; 5990; 174020
2024-10-24 11:50:06.011040; 6025; 173740
2024-10-24 11:50:06.011050; 6059; 173465
2024-10-24 11:50:06.011060; 6102; 173182
2024-10-24 11:50:06.011070; 6137; 172898
2024-10-24 11:50:06.011080; 6175; 172621
2024-10-24 11:50:06.011090; 6220; 172340
2024-10-24 11:50:06.011100; 6266; 172060
2024-10-24 11:50:06.011110; 6307; 171779
2024-10-24 11:50:06.011120; 6340; 171505
2024-10-24 11:50:06.011130; 6373; 171226
2024-10-24 11:50:06.011140; 6403; 170944
2024-10-24 11:50:06.011150; 6445; 170665
2024-10-24 11:50:06.011160; 6486; 170385
2024-10-24 11:50:06.011170; 6512; 170107
2024-10-24 11:50:06.011180; 6555; 169823
2024-10-24 11:50:06.011190; 6591; 169546
2024-10-24 11:50:06.011200; 6630; 169265
2024-10-24 11:50:06.011210; 6664; 168988
2024-10-24 11:50:06.011220; 6698; 168711
2024-10-24 11:50:06.011230; 6726; 168437
2024-10-24 11:50:06.011240; 6767; 168152
2024-10-24 11:50:06.011250; 6801; 167870
2024-10-24 11:50:06.011260; 6829; 167592
2024-10-24 11:50:06.011270; 6873; 167310
2024-10-24 11:50:06.011280; 6899; 167029
2024-10-24 11:50:06.011290; 6939; 166753
2024-10-24 11:50:06.011300; 6974; 166473
2024-10-24 11:50:06.011310; 7006; 166190
2024-10-24 11:50:06.011320; 7036; 165916
2024-10-24 11:50:06.011330; 7066; 165632
2024-10-24 11:50:06.011340; 7100; 165353
2024-10-24 11:50:06.011350; 7128; 165071
2024-10-24 11:50:06.011360; 7155; 164791
2024-10-24 11:50:06.011370; 7187; 164518
2024-10-24 11:50:06.011380; 7215; 164240
2024-10-24 11:50:06.011390; 7251; 163960
2024-10-24 11:50:06.011400; 7291; 163674
2024-10-24 11:50:06.011410; 7322; 163391
2024-10-24 11:50:06.011420; 7348; 163109
2024-10-24 11:50:06.011430; 7373; 162834
2024-10-24 11:50:06.011440; 7399; 162552
2024-10-24 11:50:06.011450; 7428; 162275
2024-10-24 11:50:06.011460; 7456; 161992
2024-10-24 11:50:06.011470; 7479; 161715
2024-10-24 11:50:06.011480; 7511; 161437
2024-10-24 11:50:06.011490; 7540; 161158
2024-10-24 11:50:06.011500; 7567; 160876
2024-10-24 11:50:06.011510; 7598; 160598
2024-10-24 11:50:06.011520; 7623; 160324
2024-10-24 11:50:06.011530; 7646; 160037
2024-10-24 11:50:06.011540; 7677; 159751
2024-10-24 11:50:06.011550; 7707; 159468
2024-10-24 11:50:06.011560; 7736; 159191
2024-10-24 11:50:06.011570; 7761; 158914
2024-10-24 11:50:06.011580; 7783; 158630
2024-10-24 11:50:06.011590; 7802; 158351
2024-10-24 11:50:06.011600; 7831; 158072
2024-10-24 11:50:06.011610; 7857; 157787
2024-10-24 11:50:06.011620; 7879; 157505
2024-10-24 11:50:06.011630; 7903; 157229
2024-10-24 11:50:06.011640; 7934; 156955
2024-10-24 11:50:06.011650; 7956; 156677
2024-10-24 11:50:06.011660; 7984; 156391
2024-10-24 11:50:06.011670; 8011; 156114
2024-10-24 11:50:06.011680; 8027; 155832
2024-10-24 11:50:06.011690; 8055; 155548
2024-10-24 11:50:06.011700; 8083; 155264
2024-10-24 11:50:06.011710; 8097; 154988
2024-10-24 11:50:06.011720; 8122; 154714
2024-10-24 11:50:06.011730; 8146; 154426
2024-10-24 11:50:06.011740; 8167; 154148
2024-10-24 11:50:06.011750; 8190; 153871
2024-10-24 11:50:06.011760; 8205; 153588
2024-10-24 11:50:06.011770; 8230; 153301
2024-10-24 11:50:06.011780; 8257; 153024
2024-10-24 11:50:06.011790; 8279; 152748
2024-10-24 11:50:06.011800; 8295; 152461
2024-10-24 11:50:06.011810; 8315; 152179
2024-10-24 11:50:06.011820; 8335; 151904
2024-10-24 11:50:06.011830; 8354; 151625
2024-10-24 11:50:06.011840; 8376; 151346
2024-10-24 11:50:06.011850; 8395; 151056
2024-10-24 11:50:06.011860; 8410; 150781
2024-10-24 11:50:06.011870; 8434; 150499
2024-10-24 11:50:06.011880; 8454; 150220
2024-10-24 11:50:06.011890; 8473; 149940
2024-10-24 11:50:06.011900; 8497; 149660
2024-10-24 11:50:06.011910; 8514; 149381
2024-10-24 11:50:06.011920; 8530; 149097
2024-10-24 11:50:06.011930; 8553; 148819
2024-10-24 11:50:06.011940; 8567; 148541
2024-10-24 11:50:06.011950; 8582; 148261
2024-10-24 11:50:06.011960; 8600; 147978
2024-10-24 11:50:06.011970; 8615; 147695
2024-10-24 11:50:06.011980; 8638; 147412
2024-10-24 11:50:06.011990; 8657; 147131
2024-10-24 11:50:06.012000; 8673; 146850
2024-10-24 11:50:06.012010; 8688; 146571
2024-10-24 11:50:06.012020; 8707; 146292
2024-10-24 11:50:06.012030; 8724; 146008
2024-10-24 11:50:06.012040; 8743; 145731
2024-10-24 11:50:06.012050; 8758; 145450
2024-10-24 11:50:06.012060; 8773; 145168
2024-10-24 11:50:06.012070; 8785; 144889
2024-10-24 11:50:06.012080; 8797; 144607
2024-10-24 11:50:06.012090; 8815; 144325
2024-10-24 11:50:06.012100; 8832; 144045
2024-10-24 11:50:06.012110; 8848; 143758
2024-10-24 11:50:06.012120; 8864; 143478
2024-10-24 11:50:06.012130; 8877; 143197
2024-10-24 11:50:06.012140; 8890; 142917
2024-10-24 11:50:06.012150; 8901; 142641
2024-10-24 11:50:06.012160; 8915; 142354
2024-10-24 11:50:06.012170; 8932; 142076
2024-10-24 11:50:06.012180; 8943; 141794
2024-10-24 11:50:06.012190; 8960; 141513
2024-10-24 11:50:06.012200; 8969; 141233
2024-10-24 11:50:06.012210; 8986; 140948
2024-10-24 11:50:06.012220; 8999; 140667
2024-10-24 11:50:06.012230; 9010; 140386
2024-10-24 11:50:06.012240; 9022; 140100
2024-10-24 11:50:06.012250; 9041; 139818
2024-10-24 11:50:06.012260; 9054; 139539
2024-10-24 11:50:06.012270; 9062; 139254
2024-10-24 11:50:06.012280; 9068; 138975
2024-10-24 11:50:06.012290; 9078; 138696
2024-10-24 11:50:06.012300; 9090; 138418
2024-10-24 11:50:06.012310; 9101; 138136
2024-10-24 11:50:06.012320; 9115; 137857
2024-10-24 11:50:06.012330; 9121; 137580
2024-10-24 11:50:06.012340; 9135; 137299
2024-10-24 11:50:06.012350; 9144; 137013
2024-10-24 11:50:06.012360; 9156; 136737
2024-10-24 11:50:06.012370; 9167; 136451
2024-10-24 11:50:06.012380; 9170; 136165
2024-10-24 11:50:06.012390; 9181; 135885
2024-10-24 11:50:06.012400; 9190; 135606
2024-10-24 11:50:06.012410; 9194; 135325
2024-10-24 11:50:06.012420; 9204; 135041
2024-10-24 11:50:06.012430; 9211; 134761
2024-10-24 11:50:06.012440; 9218; 134484
2024-10-24 11:50:06.012450; 9229; 134200
2024-10-24 11:50:06.012460; 9235; 133917
2024-10-24 11:50:06.012470; 9241; 133636
2024-10-24 11:50:06.012480; 9244; 133351
2024-10-24 11:50:06.012490; 9253; 133070
2024-10-24 11:50:06.012500; 9265; 132798
2024-10-24 11:50:06.012510; 9271; 132515
2024-10-24 11:50:06.012520; 9280; 132229
2024-10-24 11:50:06.012530; 9281; 131947
2024-10-24 11:50:06.012540; 9289; 131663
2024-10-24 11:50:06.012550; 9298; 131381
2024-10-24 11:50:06.012560; 9303; 131104
2024-10-24 11:50:06.012570; 9310; 130825
2024-10-24 11:50:06.012580; 9312; 130543
2024-10-24 11:50:06.012590; 9317; 130262
2024-10-24 11:50:06.012600; 9323; 129975
2024-10-24 11:50:06.012610; 9324; 129700
2024-10-24 11:50:06.012620; 9333; 129419
2024-10-24 11:50:06.012630; 9333; 129134
2024-10-24 11:50:06.012640; 9337; 128857
2024-10-24 11:50:06.012650; 9348; 128576
2024-10-24 11:50:06.012660; 9351; 128288
2024-10-24 11:50:06.012670; 9356; 128006
